Date,local_price,dollar_ex,dollar_price,dollar_ppp,dollar_valuation,dollar_adj_valuation,euro_adj_valuation,sterling_adj_valuation,yen_adj_valuation,yuan_adj_valuation,code
2018-07-31,14.0,3.67315,3.8114424948614,2.540834845735,-30.8,,,,,,BIGMAC_ARE
2019-01-31,14.0,3.67315,3.8114424948614,2.5089605734767,-31.7,,,,,,BIGMAC_ARE
2019-07-31,14.75,3.67315,4.0156269142289,2.5696864111498,-30.0,,,,,,BIGMAC_ARE
2020-01-31,14.75,3.67315,4.01562691422893,2.6014109347442673,-29.177999999999997,,,,,,BIGMAC_ARE
2020-07-31,14.75,3.67295,4.0158455737214,2.58318739054291,-29.67,,,,,,BIGMAC_ARE
2021-01-31,14.75,3.67315,4.01562691422893,2.606007067137808,-29.099999999999998,-12.3,-22.1,-6.9,8.4,-14.399999999999999,BIGMAC_ARE
2021-07-31,14.75,3.67315,4.01562691422893,2.6106194690265476,-28.927000000000003,-7.800999999999999,-15.559999999999999,-8.734,21.933,-7.453,BIGMAC_ARE
2000-04-30,2.5,1.0,2.5,0.99601593625498,-0.39840637450198,,,,,,BIGMAC_ARG
2001-04-30,2.5,1.0,2.5,0.98425196850394,-1.5748031496063,,,,,,BIGMAC_ARG
2002-04-30,2.5,3.13,0.78,1.004016064257,-67.922809448657,,,,,,BIGMAC_ARG
2003-04-30,4.1,2.88,1.4,1.5129151291513,-47.468224682247,,,,,,BIGMAC_ARG
2004-05-31,4.36,2.95,1.48,1.5034482758621,-49.035651665693,,,,,,BIGMAC_ARG
2005-06-30,4.75,2.897,1.6396272005523,1.5522875816993,-46.417411746657,,,,,,BIGMAC_ARG
2006-01-31,4.75,3.0638,1.550362295189,1.5079365079365,-50.78214935908,,,,,,BIGMAC_ARG
2006-05-31,7.0,3.0565,2.2902012105349,2.258064516129,-26.122541595648,,,,,,BIGMAC_ARG
2007-01-31,8.25,3.08875,2.6709834075273,2.5621118012422,-17.050204735177,,,,,,BIGMAC_ARG
2007-06-30,8.25,3.0915,2.6686074721009,2.4193548387097,-21.741716360677,,,,,,BIGMAC_ARG
2008-06-30,11.0,3.0195,3.6429872495446,3.0812324929972,2.0444607715582,,,,,,BIGMAC_ARG
2009-07-31,11.5,3.81125,3.0173827484421,3.2212885154062,-15.479474833554,,,,,,BIGMAC_ARG
2010-01-31,7.0,3.7985,1.8428326971173,1.9553072625698,-48.524226337506,,,,,,BIGMAC_ARG
2010-07-31,14.0,3.93375,3.5589450270099,3.75,-4.6711153479504,,,,,,BIGMAC_ARG
2011-07-31,20.0,4.1325,4.8396854204477,4.920049200492,19.057451917532,101.08942706959,47.526065955705,84.97021139289,90.625741716111,94.622361286438,BIGMAC_ARG
2012-01-31,20.0,4.3135,4.6366060044048,4.765058777,10.4685006839,75.551766345042,49.593869075962,71.80616210729,69.432415350544,76.178437576658,BIGMAC_ARG
2012-07-31,19.0,4.56625,4.1609635915686,4.3905257076834,-3.8483283288602,48.885831709563,34.071302554299,38.746752596651,50.965058722462,58.240127747856,BIGMAC_ARG
